"product_id","brand","technology","resolution","support_HDR","screensize","week_id","sales","RRP","discount","marketing_expense","cost_shifter"
11,"LG","QLED","4k",1,"40-49",8,1021,899,0.19,4305.88293634355,638.081701994501
12,"LG","QLED","1080p",0,"40-49",8,1429,1349,0.16,4305.88293634355,687.34010416963
13,"LG","LCD","4k",0,"50-59",8,1477,1499,0.27,4305.88293634355,650.158106091032
14,"LG","QLED","4k",0,"60+",8,1491,1349,0.26,4305.88293634355,583.282848324659
15,"LG","OLED","1080p",1,"60+",8,1394,999,0.11,4305.88293634355,546.466390717183
16,"LG","LCD","1080p",1,"40-49",8,1387,1249,0.21,4305.88293634355,604.604432779645
17,"LG","OLED","4k",0,"30-39",8,1070,899,0.12,4305.88293634355,659.229744939618
18,"LG","OLED","4k",1,"40-49",8,1551,1449,0.25,4305.88293634355,666.511880384958
19,"LG","LCD","1080p",1,"40-49",8,1176,899,0.2,4305.88293634355,576.11935189378
20,"LG","LCD","4k",0,"40-49",8,1209,1249,0.3,4305.88293634355,635.571747623062
21,"Sony","LCD","4k",0,"50-59",8,1166,599,0.09,3496.64301704615,582.437167000361
22,"Sony","LCD","4k",0,"60+",8,1281,1099,0.3,3496.64301704615,623.289395151033
23,"Sony","OLED","4k",1,"40-49",8,1270,1199,0.1,3496.64301704615,645.902843726233
24,"Sony","QLED","1080p",1,"50-59",8,1592,1299,0.23,3496.64301704615,602.356224097187
25,"Sony","OLED","4k",1,"40-49",8,1306,1249,0.23,3496.64301704615,651.428120673119
26,"Sony","QLED","4k",1,"50-59",8,1268,999,0.25,3496.64301704615,606.842793920434
27,"Sony","LCD","4k",0,"60+",8,1521,1549,0.23,3496.64301704615,671.344682211175
28,"Sony","QLED","4k",0,"30-39",8,969,799,0.19,3496.64301704615,604.985520979095
29,"Sony","OLED","1080p",1,"50-59",8,1515,1149,0.18,3496.64301704615,623.015436843934
30,"Sony","QLED","1080p",1,"50-59",8,1442,1099,0.31,3496.64301704615,548.651319514564
31,"Philips","LCD","4k",1,"50-59",8,1042,849,0.15,2731.18460830301,586.672588938975
32,"Philips","OLED","1080p",0,"30-39",8,1087,1399,0.3,2731.18460830301,636.749352762008
33,"Philips","OLED","1080p",1,"50-59",8,987,749,0.08,2731.18460830301,529.167749486662
34,"Philips","LCD","1080p",0,"50-59",8,1132,899,0.08,2731.18460830301,515.871313592509
35,"Philips","OLED","1080p",1,"40-49",8,1086,1149,0.16,2731.18460830301,588.026852140562
36,"Philips","QLED","4k",0,"40-49",8,1136,1349,0.23,2731.18460830301,633.449905858753
37,"Philips","LCD","1080p",0,"40-49",8,1139,1099,0.09,2731.18460830301,619.185139848838
38,"Philips","OLED","1080p",0,"50-59",8,1312,1349,0.16,2731.18460830301,606.483649757337
39,"Philips","LCD","1080p",1,"60+",8,1015,849,0.09,2731.18460830301,604.18174006513
40,"Philips","LCD","4k",1,"50-59",8,1406,1299,0.12,2731.18460830301,580.932991968984
1,"Samsung","OLED","1080p",0,"50-59",9,1549,1099,0.2,4595.4832052812,626.643205339659
2,"Samsung","OLED","4k",1,"30-39",9,1445,999,0.19,4595.4832052812,592.364347000981
3,"Samsung","OLED","4k",0,"30-39",9,1544,1199,0.15,4595.4832052812,591.858513215003
4,"Samsung","QLED","1080p",1,"60+",9,1634,999,0.1,4595.4832052812,563.241580142671
5,"Samsung","OLED","4k",1,"50-59",9,1737,1099,0.15,4595.4832052812,516.34719902998
6,"Samsung","QLED","4k",0,"40-49",9,1515,949,0.14,4595.4832052812,554.168320488113
7,"Samsung","QLED","4k",1,"40-49",9,1662,1149,0.1,4595.4832052812,585.34283564297
8,"Samsung","QLED","4k",1,"40-49",9,1573,999,0.09,4595.4832052812,571.821906035261
9,"Samsung","OLED","1080p",0,"60+",9,1535,1099,0.16,4595.4832052812,585.237247172226
10,"Samsung","LCD","1080p",0,"40-49",9,1600,999,0.1,4595.4832052812,575.343946585674
11,"LG","QLED","4k",1,"40-49",9,1454,1399,0.23,3438.68305813521,553.816902664746
12,"LG","QLED","1080p",0,"40-49",9,1064,749,0.1,3438.68305813521,580.72366031393
13,"LG","LCD","4k",0,"50-59",9,1132,799,0.23,3438.68305813521,547.959957353091
14,"LG","QLED","4k",0,"60+",9,1340,1149,0.19,3438.68305813521,584.150102891698
15,"LG","OLED","1080p",1,"60+",9,1441,1449,0.16,3438.68305813521,623.17071178934
16,"LG","LCD","1080p",1,"40-49",9,1285,1299,0.29,3438.68305813521,597.475457657356
17,"LG","OLED","4k",0,"30-39",9,1154,899,0.1,3438.68305813521,562.927308886343
18,"LG","OLED","4k",1,"40-49",9,1008,799,0.13,3438.68305813521,633.271324774358
19,"LG","LCD","1080p",1,"40-49",9,1312,1299,0.13,3438.68305813521,642.195443672926
20,"LG","LCD","4k",0,"40-49",9,1390,1249,0.21,3438.68305813521,575.8062231858
21,"Sony","LCD","4k",0,"50-59",9,1394,1149,0.09,3008.01094528288,681.894593383563
22,"Sony","LCD","4k",0,"60+",9,1286,1199,0.14,3008.01094528288,583.913271449705
23,"Sony","OLED","4k",1,"40-49",9,1243,1149,0.27,3008.01094528288,626.685111097707
24,"Sony","QLED","1080p",1,"50-59",9,1405,1149,0.09,3008.01094528288,667.64776314546
25,"Sony","OLED","4k",1,"40-49",9,1193,949,0.19,3008.01094528288,579.174245136993
26,"Sony","QLED","4k",1,"50-59",9,1585,1199,0.11,3008.01094528288,576.655542286782
27,"Sony","LCD","4k",0,"60+",9,1140,699,0.09,3008.01094528288,605.555210949612
28,"Sony","QLED","4k",0,"30-39",9,1315,1399,0.3,3008.01094528288,637.94926907123
29,"Sony","OLED","1080p",1,"50-59",9,1405,1299,0.3,3008.01094528288,609.563247246342
30,"Sony","QLED","1080p",1,"50-59",9,1247,849,0.09,3008.01094528288,579.822617786661
31,"Philips","LCD","4k",1,"50-59",9,1332,999,0.17,4702.38653477281,571.353727842207
32,"Philips","OLED","1080p",0,"30-39",9,1221,1049,0.14,4702.38653477281,648.984564740033
33,"Philips","OLED","1080p",1,"50-59",9,1240,849,0.13,4702.38653477281,571.345815635724
34,"Philips","LCD","1080p",0,"50-59",9,1058,899,0.22,4702.38653477281,619.839597032347
35,"Philips","OLED","1080p",1,"40-49",9,1480,1549,0.24,4702.38653477281,587.394619756507
36,"Philips","QLED","4k",0,"40-49",9,1109,949,0.26,4702.38653477281,607.710693414666
37,"Philips","LCD","1080p",0,"40-49",9,1271,1199,0.23,4702.38653477281,617.543133911562
38,"Philips","OLED","1080p",0,"50-59",9,1328,1149,0.21,4702.38653477281,595.097296196939
39,"Philips","LCD","1080p",1,"60+",9,1168,949,0.2,4702.38653477281,613.95851889911
40,"Philips","LCD","4k",1,"50-59",9,1353,1399,0.28,4702.38653477281,635.632597689501
1,"Samsung","OLED","1080p",0,"50-59",10,1093,849,0.13,1671.92014213651,606.080349157787
2,"Samsung","OLED","4k",1,"30-39",10,1202,1249,0.3,1671.92014213651,562.834864804422
3,"Samsung","OLED","4k",0,"30-39",10,1045,899,0.34,1671.92014213651,525.672842639507
4,"Samsung","QLED","1080p",1,"60+",10,1191,1149,0.26,1671.92014213651,614.643846824173
5,"Samsung","OLED","4k",1,"50-59",10,1478,1099,0.15,1671.92014213651,573.240037562115
6,"Samsung","QLED","4k",0,"40-49",10,943,649,0.21,1671.92014213651,572.265345936462
7,"Samsung","QLED","4k",1,"40-49",10,1298,1149,0.23,1671.92014213651,595.169705944554
8,"Samsung","QLED","4k",1,"40-49",10,1346,1249,0.28,1671.92014213651,519.287361345603
9,"Samsung","OLED","1080p",0,"60+",10,1301,1099,0.18,1671.92014213651,547.84047979826
10,"Samsung","LCD","1080p",0,"40-49",10,1410,1449,0.31,1671.92014213651,575.193803401424
11,"LG","QLED","4k",1,"40-49",10,1084,1099,0.26,3894.52780317515,640.067954187958
12,"LG","QLED","1080p",0,"40-49",10,1267,999,0.13,3894.52780317515,576.556617560988
13,"LG","LCD","4k",0,"50-59",10,1219,999,0.12,3894.52780317515,661.650558170442
14,"LG","QLED","4k",0,"60+",10,1221,1249,0.26,3894.52780317515,640.059530735901
15,"LG","OLED","1080p",1,"60+",10,1443,1499,0.26,3894.52780317515,645.879191089712
16,"LG","LCD","1080p",1,"40-49",10,1225,1149,0.19,3894.52780317515,644.593448505567
17,"LG","OLED","4k",0,"30-39",10,946,949,0.16,3894.52780317515,654.361569101232
18,"LG","OLED","4k",1,"40-49",10,1347,1549,0.32,3894.52780317515,688.237990336444
19,"LG","LCD","1080p",1,"40-49",10,1452,1149,0.16,3894.52780317515,511.989806640627
20,"LG","LCD","4k",0,"40-49",10,1288,1049,0.14,3894.52780317515,601.070891749612
21,"Sony","LCD","4k",0,"50-59",10,1297,1149,0.25,2952.647222206,616.218819430718
22,"Sony","LCD","4k",0,"60+",10,1289,1299,0.28,2952.647222206,627.635176113101
23,"Sony","OLED","4k",1,"40-49",10,1233,1099,0.18,2952.647222206,623.098589250729
24,"Sony","QLED","1080p",1,"50-59",10,1395,1049,0.11,2952.647222206,614.309370568385
25,"Sony","OLED","4k",1,"40-49",10,1440,1199,0.15,2952.647222206,586.724125881931
26,"Sony","QLED","4k",1,"50-59",10,1336,1299,0.17,2952.647222206,688.270212570714
27,"Sony","LCD","4k",0,"60+",10,1193,1099,0.16,2952.647222206,669.98221470265
28,"Sony","QLED","4k",0,"30-39",10,1452,1299,0.16,2952.647222206,661.031949913287
29,"Sony","OLED","1080p",1,"50-59",10,1453,1149,0.26,2952.647222206,579.633540793888
30,"Sony","QLED","1080p",1,"50-59",10,1311,999,0.16,2952.647222206,584.859009962937
31,"Philips","LCD","4k",1,"50-59",10,1345,1099,0.17,4017.50714424998,595.758407448304
32,"Philips","OLED","1080p",0,"30-39",10,1221,1199,0.19,4017.50714424998,629.619117241058
33,"Philips","OLED","1080p",1,"50-59",10,1394,1099,0.18,4017.50714424998,568.638114886879
34,"Philips","LCD","1080p",0,"50-59",10,1106,849,0.16,4017.50714424998,572.204714056813
35,"Philips","OLED","1080p",1,"40-49",10,1155,1149,0.09,4017.50714424998,692.611421690385
36,"Philips","QLED","4k",0,"40-49",10,1239,1049,0.07,4017.50714424998,636.958981637569
37,"Philips","LCD","1080p",0,"40-49",10,1292,999,0.24,4017.50714424998,487.24307511453
38,"Philips","OLED","1080p",0,"50-59",10,1420,1249,0.15,4017.50714424998,625.532598472301
39,"Philips","LCD","1080p",1,"60+",10,1106,1349,0.25,4017.50714424998,668.574545688361
40,"Philips","LCD","4k",1,"50-59",10,1202,949,0.21,4017.50714424998,613.65440547759
1,"Samsung","OLED","1080p",0,"50-59",11,988,699,0.2,1574.38640017062,571.625009010171
2,"Samsung","OLED","4k",1,"30-39",11,1471,1599,0.22,1574.38640017062,572.182652061327
3,"Samsung","OLED","4k",0,"30-39",11,1238,1549,0.26,1574.38640017062,662.022748570462
4,"Samsung","QLED","1080p",1,"60+",11,1241,1399,0.29,1574.38640017062,644.786607703365
5,"Samsung","OLED","4k",1,"50-59",11,1334,949,0.12,1574.38640017062,589.520008512181
6,"Samsung","QLED","4k",0,"40-49",11,1145,1049,0.16,1574.38640017062,659.992714664162
7,"Samsung","QLED","4k",1,"40-49",11,1312,1349,0.26,1574.38640017062,580.887204765786
8,"Samsung","QLED","4k",1,"40-49",11,1120,999,0.3,1574.38640017062,539.752495465531
9,"Samsung","OLED","1080p",0,"60+",11,1206,1099,0.18,1574.38640017062,624.284025281431
10,"Samsung","LCD","1080p",0,"40-49",11,1317,1399,0.27,1574.38640017062,613.047199715476
11,"LG","QLED","4k",1,"40-49",11,1225,949,0.18,4187.53458559513,624.157523944164
12,"LG","QLED","1080p",0,"40-49",11,1405,1249,0.09,4187.53458559513,746.861570399715
13,"LG","LCD","4k",0,"50-59",11,1605,1099,0.07,4187.53458559513,563.182716033815
14,"LG","QLED","4k",0,"60+",11,1539,1499,0.31,4187.53458559513,589.953930588776
15,"LG","OLED","1080p",1,"60+",11,1241,1199,0.16,4187.53458559513,648.037414808651
16,"LG","LCD","1080p",1,"40-49",11,1057,749,0.07,4187.53458559513,658.873090927304
17,"LG","OLED","4k",0,"30-39",11,1274,949,0.22,4187.53458559513,485.962292583465
18,"LG","OLED","4k",1,"40-49",11,1316,899,0.11,4187.53458559513,626.395283187038
19,"LG","LCD","1080p",1,"40-49",11,1352,1149,0.25,4187.53458559513,579.482936244813
20,"LG","LCD","4k",0,"40-49",11,1244,999,0.07,4187.53458559513,689.580805089644
21,"Sony","LCD","4k",0,"50-59",11,1191,899,0.3,4491.26555398107,597.349475936528
22,"Sony","LCD","4k",0,"60+",11,1512,949,0.14,4491.26555398107,525.765166246739
23,"Sony","OLED","4k",1,"40-49",11,1226,999,0.3,4491.26555398107,590.474079961913
24,"Sony","QLED","1080p",1,"50-59",11,1454,949,0.21,4491.26555398107,598.941876731081
25,"Sony","OLED","4k",1,"40-49",11,1516,1149,0.17,4491.26555398107,540.182157663061
26,"Sony","QLED","4k",1,"50-59",11,1569,999,0.09,4491.26555398107,564.157701381582
27,"Sony","LCD","4k",0,"60+",11,1439,949,0.24,4491.26555398107,543.216357117136
28,"Sony","QLED","4k",0,"30-39",11,1480,1349,0.17,4491.26555398107,702.473541497901
29,"Sony","OLED","1080p",1,"50-59",11,1624,1099,0.14,4491.26555398107,544.890065463679
30,"Sony","QLED","1080p",1,"50-59",11,1461,1149,0.24,4491.26555398107,548.635778036548
31,"Philips","LCD","4k",1,"50-59",11,1248,1349,0.13,2108.17456804216,625.203112544035
32,"Philips","OLED","1080p",0,"30-39",11,1000,1399,0.25,2108.17456804216,661.810710529776
33,"Philips","OLED","1080p",1,"50-59",11,1178,1299,0.17,2108.17456804216,608.288515520174
34,"Philips","LCD","1080p",0,"50-59",11,1065,1099,0.23,2108.17456804216,587.438382067342
35,"Philips","OLED","1080p",1,"40-49",11,857,1149,0.24,2108.17456804216,651.543488012069
36,"Philips","QLED","4k",0,"40-49",11,1204,1349,0.13,2108.17456804216,613.688949097237
37,"Philips","LCD","1080p",0,"40-49",11,1000,1249,0.22,2108.17456804216,636.625408619677
38,"Philips","OLED","1080p",0,"50-59",11,1018,999,0.17,2108.17456804216,628.394554489318
39,"Philips","LCD","1080p",1,"60+",11,873,1399,0.31,2108.17456804216,697.752081255653
40,"Philips","LCD","4k",1,"50-59",11,929,899,0.19,2108.17456804216,633.735315942263
1,"Samsung","OLED","1080p",0,"50-59",12,1655,1249,0.29,3933.9052317664,543.738722512758
2,"Samsung","OLED","4k",1,"30-39",12,1485,1349,0.31,3933.9052317664,596.050089402771
3,"Samsung","OLED","4k",0,"30-39",12,1487,1349,0.22,3933.9052317664,592.051101592226
4,"Samsung","QLED","1080p",1,"60+",12,1617,1299,0.27,3933.9052317664,613.019843400617
5,"Samsung","OLED","4k",1,"50-59",12,1592,1099,0.09,3933.9052317664,570.770397807864
6,"Samsung","QLED","4k",0,"40-49",12,1405,1299,0.32,3933.9052317664,624.68033797375
7,"Samsung","QLED","4k",1,"40-49",12,1532,1049,0.26,3933.9052317664,549.760310229145
8,"Samsung","QLED","4k",1,"40-49",12,1474,1199,0.27,3933.9052317664,588.914182508844
9,"Samsung","OLED","1080p",0,"60+",12,1717,1249,0.08,3933.9052317664,581.957184910773
10,"Samsung","LCD","1080p",0,"40-49",12,1411,999,0.08,3933.9052317664,627.440720345565
11,"LG","QLED","4k",1,"40-49",12,1392,1249,0.24,4470.69548908621,575.625393194836
12,"LG","QLED","1080p",0,"40-49",12,1310,949,0.08,4470.69548908621,699.474056733899
13,"LG","LCD","4k",0,"50-59",12,1512,1049,0.11,4470.69548908621,590.789195978064
14,"LG","QLED","4k",0,"60+",12,1595,1499,0.24,4470.69548908621,601.356702256194
15,"LG","OLED","1080p",1,"60+",12,1372,1249,0.26,4470.69548908621,647.088777231694
16,"LG","LCD","1080p",1,"40-49",12,1369,1249,0.08,4470.69548908621,664.416195281813
17,"LG","OLED","4k",0,"30-39",12,1167,1049,0.21,4470.69548908621,618.948876884997
18,"LG","OLED","4k",1,"40-49",12,1184,1149,0.19,4470.69548908621,694.744767324233
19,"LG","LCD","1080p",1,"40-49",12,1239,949,0.15,4470.69548908621,602.256920861786
20,"LG","LCD","4k",0,"40-49",12,1118,1049,0.21,4470.69548908621,713.87322682763
21,"Sony","LCD","4k",0,"50-59",12,1186,1049,0.13,1769.19064763933,670.59041849639
22,"Sony","LCD","4k",0,"60+",12,1405,1349,0.11,1769.19064763933,575.532447752375
23,"Sony","OLED","4k",1,"40-49",12,1044,1049,0.14,1769.19064763933,608.612672670875
24,"Sony","QLED","1080p",1,"50-59",12,1402,1399,0.2,1769.19064763933,589.329799711742
25,"Sony","OLED","4k",1,"40-49",12,1149,1149,0.19,1769.19064763933,604.417058644607
26,"Sony","QLED","4k",1,"50-59",12,1252,849,0.09,1769.19064763933,517.752161185668
27,"Sony","LCD","4k",0,"60+",12,1360,1399,0.32,1769.19064763933,576.794140761778
28,"Sony","QLED","4k",0,"30-39",12,1047,999,0.16,1769.19064763933,620.091383300676
29,"Sony","OLED","1080p",1,"50-59",12,1419,1399,0.2,1769.19064763933,627.253704618741
30,"Sony","QLED","1080p",1,"50-59",12,1082,999,0.27,1769.19064763933,583.676974233186
31,"Philips","LCD","4k",1,"50-59",12,1404,1099,0.09,3746.04075215757,560.463042753865
32,"Philips","OLED","1080p",0,"30-39",12,1062,1299,0.17,3746.04075215757,691.551234460419
33,"Philips","OLED","1080p",1,"50-59",12,1304,1249,0.29,3746.04075215757,570.97799891134
34,"Philips","LCD","1080p",0,"50-59",12,1340,1299,0.18,3746.04075215757,629.104179225748
35,"Philips","OLED","1080p",1,"40-49",12,1009,899,0.14,3746.04075215757,586.956981396112
36,"Philips","QLED","4k",0,"40-49",12,1067,949,0.24,3746.04075215757,584.242838463489
37,"Philips","LCD","1080p",0,"40-49",12,1084,949,0.12,3746.04075215757,558.395082372891
38,"Philips","OLED","1080p",0,"50-59",12,1443,1449,0.21,3746.04075215757,632.825397799248
39,"Philips","LCD","1080p",1,"60+",12,1274,1499,0.27,3746.04075215757,654.937545008514
40,"Philips","LCD","4k",1,"50-59",12,1622,1549,0.18,3746.04075215757,615.043977829752
1,"Samsung","OLED","1080p",0,"50-59",13,1324,949,0.08,3171.34253866971,689.637633103364
2,"Samsung","OLED","4k",1,"30-39",13,1403,1199,0.14,3171.34253866971,680.29158820647
3,"Samsung","OLED","4k",0,"30-39",13,1717,1699,0.19,3171.34253866971,614.781130053715
4,"Samsung","QLED","1080p",1,"60+",13,1438,1199,0.19,3171.34253866971,613.453417801623
5,"Samsung","OLED","4k",1,"50-59",13,1583,1249,0.12,3171.34253866971,632.905713282632
6,"Samsung","QLED","4k",0,"40-49",13,1523,1249,0.18,3171.34253866971,574.423956097547
7,"Samsung","QLED","4k",1,"40-49",13,1633,1349,0.12,3171.34253866971,615.407738428196
8,"Samsung","QLED","4k",1,"40-49",13,1375,1449,0.29,3171.34253866971,675.634405992362
9,"Samsung","OLED","1080p",0,"60+",13,1581,1349,0.23,3171.34253866971,556.001453802377
10,"Samsung","LCD","1080p",0,"40-49",13,1085,799,0.21,3171.34253866971,590.883268374649
11,"LG","QLED","4k",1,"40-49",13,1185,899,0.1,3801.35908629745,589.464825797206
12,"LG","QLED","1080p",0,"40-49",13,1354,1199,0.21,3801.35908629745,609.653873200415
13,"LG","LCD","4k",0,"50-59",13,1218,999,0.21,3801.35908629745,565.450729818958
14,"LG","QLED","4k",0,"60+",13,1376,1149,0.21,3801.35908629745,557.331228400351
15,"LG","OLED","1080p",1,"60+",13,1068,699,0.18,3801.35908629745,528.739837679841
16,"LG","LCD","1080p",1,"40-49",13,1322,1349,0.22,3801.35908629745,633.005092223325
17,"LG","OLED","4k",0,"30-39",13,1103,999,0.1,3801.35908629745,644.435229569537
18,"LG","OLED","4k",1,"40-49",13,1251,1149,0.2,3801.35908629745,660.386775661621
19,"LG","LCD","1080p",1,"40-49",13,1267,1249,0.26,3801.35908629745,619.219576198046
20,"LG","LCD","4k",0,"40-49",13,1237,999,0.21,3801.35908629745,565.834628623543
21,"Sony","LCD","4k",0,"50-59",13,1277,899,0.2,4038.81323337555,644.697897416969
22,"Sony","LCD","4k",0,"60+",13,1500,1199,0.15,4038.81323337555,600.218851563487
23,"Sony","OLED","4k",1,"40-49",13,1407,1049,0.06,4038.81323337555,649.121269107401
24,"Sony","QLED","1080p",1,"50-59",13,1097,499,0.11,4038.81323337555,595.918407801355
25,"Sony","OLED","4k",1,"40-49",13,1543,1149,0.11,4038.81323337555,545.633306664539
26,"Sony","QLED","4k",1,"50-59",13,1425,1149,0.23,4038.81323337555,656.655041391615
27,"Sony","LCD","4k",0,"60+",13,1514,1149,0.21,4038.81323337555,572.000885629197
28,"Sony","QLED","4k",0,"30-39",13,1427,1249,0.2,4038.81323337555,622.154077078102
29,"Sony","OLED","1080p",1,"50-59",13,1301,1149,0.25,4038.81323337555,673.676088158102
30,"Sony","QLED","1080p",1,"50-59",13,1286,749,0.08,4038.81323337555,586.308471552719
31,"Philips","LCD","4k",1,"50-59",13,1558,1249,0.1,4685.3890158236,578.827380571609
32,"Philips","OLED","1080p",0,"30-39",13,1440,1649,0.22,4685.3890158236,667.934691261236
33,"Philips","OLED","1080p",1,"50-59",13,1457,1249,0.24,4685.3890158236,553.041933698809
34,"Philips","LCD","1080p",0,"50-59",13,1378,1149,0.24,4685.3890158236,535.358429458435
35,"Philips","OLED","1080p",1,"40-49",13,1284,1299,0.24,4685.3890158236,631.572362744008
36,"Philips","QLED","4k",0,"40-49",13,1397,1149,0.14,4685.3890158236,619.872674427548
37,"Philips","LCD","1080p",0,"40-49",13,1197,1299,0.3,4685.3890158236,614.223181438586
38,"Philips","OLED","1080p",0,"50-59",13,1579,1199,0.21,4685.3890158236,498.607832916144
39,"Philips","LCD","1080p",1,"60+",13,1426,1549,0.3,4685.3890158236,646.94821546114
40,"Philips","LCD","4k",1,"50-59",13,1240,1049,0.14,4685.3890158236,644.176490815674
1,"Samsung","OLED","1080p",0,"50-59",14,1599,949,0.15,3169.6251546964,494.328602784233
2,"Samsung","OLED","4k",1,"30-39",14,1268,1049,0.14,3169.6251546964,574.848869122985
3,"Samsung","OLED","4k",0,"30-39",14,1367,1249,0.28,3169.6251546964,574.762034624554
4,"Samsung","QLED","1080p",1,"60+",14,1607,1049,0.06,3169.6251546964,515.652532315274
5,"Samsung","OLED","4k",1,"50-59",14,1442,1049,0.25,3169.6251546964,548.326701736464
6,"Samsung","QLED","4k",0,"40-49",14,1532,1099,0.09,3169.6251546964,595.472792577995
7,"Samsung","QLED","4k",1,"40-49",14,1437,1049,0.13,3169.6251546964,573.688903367252
8,"Samsung","QLED","4k",1,"40-49",14,1328,1049,0.12,3169.6251546964,597.306280542201
9,"Samsung","OLED","1080p",0,"60+",14,1584,999,0.05,3169.6251546964,503.92218227708
10,"Samsung","LCD","1080p",0,"40-49",14,1411,1049,0.16,3169.6251546964,549.290743166813
11,"LG","QLED","4k",1,"40-49",14,850,949,0.11,2342.5117759034,680.37607451581
12,"LG","QLED","1080p",0,"40-49",14,1041,999,0.22,2342.5117759034,637.407374560638
13,"LG","LCD","4k",0,"50-59",14,1202,849,0.08,2342.5117759034,522.990563259583
14,"LG","QLED","4k",0,"60+",14,1041,949,0.21,2342.5117759034,549.883340868519
15,"LG","OLED","1080p",1,"60+",14,982,899,0.22,2342.5117759034,577.041071648297
16,"LG","LCD","1080p",1,"40-49",14,1131,1049,0.27,2342.5117759034,565.476956092927
17,"LG","OLED","4k",0,"30-39",14,882,699,0.19,2342.5117759034,533.714912906985
18,"LG","OLED","4k",1,"40-49",14,1190,1099,0.11,2342.5117759034,689.014838914519
19,"LG","LCD","1080p",1,"40-49",14,1067,1199,0.27,2342.5117759034,613.980168035675
20,"LG","LCD","4k",0,"40-49",14,1131,1099,0.12,2342.5117759034,656.764675466147
21,"Sony","LCD","4k",0,"50-59",14,1346,999,0.14,1877.60431412607,548.025346989818
22,"Sony","LCD","4k",0,"60+",14,1070,1049,0.1,1877.60431412607,572.750097892061
23,"Sony","OLED","4k",1,"40-49",14,1196,899,0.18,1877.60431412607,494.86500932922
24,"Sony","QLED","1080p",1,"50-59",14,1266,1349,0.26,1877.60431412607,613.773880072153
25,"Sony","OLED","4k",1,"40-49",14,1019,999,0.19,1877.60431412607,631.366191559508
26,"Sony","QLED","4k",1,"50-59",14,1330,1399,0.22,1877.60431412607,649.079882312193
27,"Sony","LCD","4k",0,"60+",14,1314,1299,0.26,1877.60431412607,612.981015565455
28,"Sony","QLED","4k",0,"30-39",14,1104,1249,0.29,1877.60431412607,595.576958659371
29,"Sony","OLED","1080p",1,"50-59",14,1267,949,0.13,1877.60431412607,603.544814933699
30,"Sony","QLED","1080p",1,"50-59",14,1383,1549,0.2,1877.60431412607,648.525343509121
31,"Philips","LCD","4k",1,"50-59",14,1282,1149,0.15,3962.98368088901,610.196457278789
32,"Philips","OLED","1080p",0,"30-39",14,1249,1199,0.15,3962.98368088901,630.591981531129
33,"Philips","OLED","1080p",1,"50-59",14,929,749,0.29,3962.98368088901,596.373782892731
34,"Philips","LCD","1080p",0,"50-59",14,1038,699,0.16,3962.98368088901,569.093359662039
35,"Philips","OLED","1080p",1,"40-49",14,1218,999,0.09,3962.98368088901,593.975138749409
36,"Philips","QLED","4k",0,"40-49",14,1374,1299,0.16,3962.98368088901,620.755415491982
37,"Philips","LCD","1080p",0,"40-49",14,1229,999,0.14,3962.98368088901,545.454615471715
38,"Philips","OLED","1080p",0,"50-59",14,1152,1149,0.25,3962.98368088901,663.736073298756
39,"Philips","LCD","1080p",1,"60+",14,1214,1199,0.26,3962.98368088901,618.836294019481
40,"Philips","LCD","4k",1,"50-59",14,1255,1149,0.22,3962.98368088901,647.191005291569
1,"Samsung","OLED","1080p",0,"50-59",15,1515,1499,0.3,3812.60711047798,677.731115819157
2,"Samsung","OLED","4k",1,"30-39",15,1384,1049,0.26,3812.60711047798,596.937040963346
3,"Samsung","OLED","4k",0,"30-39",15,1380,1049,0.3,3812.60711047798,548.772463664751
4,"Samsung","QLED","1080p",1,"60+",15,1623,1149,0.16,3812.60711047798,601.610882031249
5,"Samsung","OLED","4k",1,"50-59",15,1773,1149,0.1,3812.60711047798,586.502537601004
6,"Samsung","QLED","4k",0,"40-49",15,1853,1249,0.15,3812.60711047798,507.706033980181
7,"Samsung","QLED","4k",1,"40-49",15,1542,1149,0.18,3812.60711047798,582.882518144251
8,"Samsung","QLED","4k",1,"40-49",15,1435,1049,0.29,3812.60711047798,490.189844286415
9,"Samsung","OLED","1080p",0,"60+",15,1217,849,0.14,3812.60711047798,626.209540144382
10,"Samsung","LCD","1080p",0,"40-49",15,1436,799,0.12,3812.60711047798,517.336129437711
11,"LG","QLED","4k",1,"40-49",15,1303,1549,0.26,2990.56192487478,638.998393125681
12,"LG","QLED","1080p",0,"40-49",15,1152,949,0.14,2990.56192487478,613.693392333086
13,"LG","LCD","4k",0,"50-59",15,1350,1199,0.18,2990.56192487478,589.754558248926
14,"LG","QLED","4k",0,"60+",15,1118,1049,0.11,2990.56192487478,648.040214508943
15,"LG","OLED","1080p",1,"60+",15,1298,1349,0.15,2990.56192487478,674.596009397714
16,"LG","LCD","1080p",1,"40-49",15,1179,1049,0.12,2990.56192487478,600.019606216132
17,"LG","OLED","4k",0,"30-39",15,1110,1049,0.23,2990.56192487478,586.590285418256
18,"LG","OLED","4k",1,"40-49",15,1141,1199,0.26,2990.56192487478,658.061362825583
19,"LG","LCD","1080p",1,"40-49",15,1162,1099,0.14,2990.56192487478,628.804252797764
20,"LG","LCD","4k",0,"40-49",15,1308,1449,0.27,2990.56192487478,644.882853955089
21,"Sony","LCD","4k",0,"50-59",15,1459,1399,0.12,1626.60918757319,653.942161241203
